"Area","Length","Width","Eccentricity","Perimeter","TotalDye1","MeanDye1","TotalDye2","MeanDye2","TotalDye3","MeanDye3","Drug"
107,15.97092018,8.656722864,0.840358935,38.38477631,22935,214.3457944,168738,1576.990654,60878,568.953271,"DrugD"
237,27.53215046,11.18284955,0.91379566,64.76955262,411401,1735.869198,444729,1876.493671,143306,604.6666667,"DrugA"
749,86.86769338,12.71287677,0.989233231,177.6812409,264147,352.6662216,48802,65.15620828,397816,531.129506,"DrugB"
368,48.00916988,10.80362073,0.974351271,104.5269119,29712,80.73913043,24879,67.60597826,248506,675.2880435,"DrugB"
279,29.86636656,12.07606381,0.914610272,69.01219331,928556,3328.157706,46917,168.1612903,335676,1203.139785,"DrugA"
324,38.58424478,11.05515384,0.958074292,86.66904756,28337,87.45987654,38770,119.6604938,286591,884.5401235,"DrugB"
282,32.45925978,11.44065482,0.935826135,73.21320344,121842,432.0638298,305937,1084.882979,248710,881.9503546,"DrugC"
454,51.94698187,12.75399925,0.969391641,114.8111832,63023,138.8171806,14882,32.77973568,109513,241.2180617,"DrugE"
356,51.34128187,9.473337002,0.982829331,104.9533188,151987,426.9297753,34825,97.82303371,208540,585.7865169,"DrugB"
194,28.30634206,10.1435903,0.933587145,69.69848481,45100,232.4742268,373014,1922.752577,95757,493.5927835,"DrugD"
339,33.85373607,12.94019828,0.924063741,77.74011537,172164,507.8584071,27852,82.15929204,188588,556.3067847,"DrugB"
255,31.1956394,10.64371533,0.939993479,70.18376618,117975,462.6470588,145301,569.8078431,328213,1287.109804,"DrugC"
280,32.32601706,11.1731357,0.938367522,70.91168825,127914,456.8357143,70249,250.8892857,266054,950.1928571,"DrugA"
434,66.36727035,10.75551058,0.98678083,148.7523087,274652,632.8387097,75540,174.0552995,380650,877.0737327,"DrugB"
303,34.44400444,11.67928734,0.940757393,77.254834,32201,106.2739274,36329,119.8976898,121065,399.5544554,"DrugA"
720,79.11871506,14.85761248,0.982209422,182.8111832,133301,185.1402778,82233,114.2125,687047,954.2319444,"DrugB"
880,57.65479061,28.26251843,0.871608615,160.7523087,48565,55.1875,31683,36.00340909,165157,187.6784091,"DrugE"
870,88.32432112,16.01302807,0.983428194,181.9238816,40307,46.32988506,13317,15.30689655,109353,125.6931034,"DrugE"
355,34.98144401,13.24867959,0.925505365,81.9411255,12823,36.12112676,2433,6.853521127,19688,55.45915493,"DrugE"
180,20.62652647,11.27051154,0.837518739,51.69848481,79671,442.6166667,218429,1213.494444,169991,944.3944444,"DrugC"
145,18.43686676,10.26898529,0.830525206,46.627417,57476,396.3862069,14030,96.75862069,81977,565.3586207,"DrugB"
393,44.66285001,14.27938809,0.947513719,127.5391052,148672,378.3002545,749270,1906.53944,262877,668.8982188,"DrugF"
852,99.00837089,12.75665354,0.99166485,200.2497834,23913,28.06690141,85931,100.8579812,558849,655.9260563,"DrugB"
114,16.0478618,9.518614414,0.805099994,41.79898987,23422,205.4561404,307028,2693.22807,92895,814.8684211,"DrugD"
320,35.97656875,11.86643949,0.944037549,81.254834,110854,346.41875,10347,32.334375,141243,441.384375,"DrugB"
541,64.22579478,12.55399483,0.980710368,131.7817459,64764,119.7116451,11528,21.30868762,71225,131.6543438,"DrugE"
199,20.4719442,13.49649939,0.751907971,56.52691193,54239,272.5577889,416722,2094.080402,189629,952.9095477,"DrugD"
213,28.75986628,9.946865813,0.938286405,64.87005769,39968,187.6431925,334236,1569.183099,195731,918.9248826,"DrugF"
342,47.34316802,9.495371349,0.979680445,101.4974747,44974,131.502924,46128,134.877193,434137,1269.406433,"DrugB"
247,26.9703681,11.77560273,0.899649616,63.11269837,96604,391.1093117,136460,552.4696356,294441,1192.068826,"DrugC"
325,36.41896824,13.08958531,0.933177174,85.35533906,149493,459.9784615,314121,966.5261538,413879,1273.473846,"DrugC"
133,19.4406787,8.887097855,0.88939512,45.55634919,17278,129.9097744,40388,303.6691729,250067,1880.203008,"DrugF"
267,33.26354655,10.42300595,0.949638962,74.18376618,104322,390.7191011,117486,440.0224719,238729,894.1161049,"DrugC"
210,33.13094411,9.028634102,0.96215192,72.66904756,18636,88.74285714,21879,104.1857143,141808,675.2761905,"DrugB"
181,29.47692152,9.24063058,0.949592505,65.9411255,80919,447.0662983,11193,61.83977901,151841,838.9005525,"DrugB"
281,31.84863874,11.74175891,0.929558833,72.87005769,140888,501.3807829,357488,1272.199288,270367,962.1601423,"DrugC"
217,32.57441358,9.167034624,0.959585205,71.84062043,21651,99.77419355,21105,97.25806452,162707,749.8018433,"DrugB"
418,46.13303318,12.06598727,0.96519056,98.76955262,1013919,2425.643541,286995,686.5909091,450746,1078.339713,"DrugA"
655,90.28682687,14.93764809,0.986218751,187.0954544,539631,823.8641221,80558,122.989313,724816,1106.589313,"DrugB"
308,42.11407777,9.755266986,0.972801793,88.81118318,174293,565.8863636,188295,611.3474026,435457,1413.821429,"DrugC"
677,67.93135202,14.04996904,0.978377744,149.0538239,81596,120.5258493,24917,36.80502216,83696,123.6277696,"DrugE"
505,36.05060003,18.75935743,0.853945859,95.01219331,116942,231.5683168,14824,29.35445545,65249,129.2059406,"DrugE"
230,30.9786424,10.09642657,0.945398827,69.45584412,30302,131.7478261,12048,52.3826087,43276,188.1565217,"DrugE"
282,37.06079011,10.02738439,0.962701469,80.28427125,27360,97.0212766,45348,160.8085106,294446,1044.134752,"DrugF"
155,25.27981232,8.492332545,0.941885753,56.627417,36454,235.1870968,147433,951.1806452,205551,1326.135484,"DrugF"
103,14.67995493,9.167474094,0.7810334,37.21320344,8065,78.30097087,35846,348.0194175,86395,838.7864078,"DrugF"
696,80.17493695,13.03134386,0.986702552,175.4386002,52335,75.19396552,89770,128.9798851,469334,674.3304598,"DrugB"
247,32.85481941,9.921552221,0.953313741,73.69848481,27945,113.1376518,39873,161.4291498,157752,638.6720648,"DrugC"
1333,100.9724126,24.54242721,0.970011076,296.0904038,186709,140.0667667,157691,118.2978245,1476780,1107.861965,"DrugB"
194,24.19240753,10.6348436,0.898196461,58.28427125,150781,777.2216495,29743,153.314433,187695,967.5,"DrugB"
421,43.7441877,12.62285113,0.957461619,95.53910524,30357,72.10688836,30608,72.70308789,91711,217.8408551,"DrugE"
200,23.17325588,12.83006153,0.832744063,61.45584412,65337,326.685,425139,2125.695,161004,805.02,"DrugD"
743,75.70558507,15.44415928,0.978970283,172.1665222,66760,89.85195155,61613,82.92462988,110038,148.0995962,"DrugE"
387,45.41974778,11.39963327,0.967991217,96.81118318,150005,387.6098191,95953,247.9405685,456457,1179.475452,"DrugA"
91,13.30159809,8.920644233,0.741778869,34.14213562,25410,279.2307692,251274,2761.252747,87309,959.4395604,"DrugD"
439,34.48662738,28.67411127,0.555590691,128.9533188,173962,396.2687927,267940,610.3416856,360016,820.0820046,"DrugC"
114,14.3159637,10.38513204,0.688303129,39.55634919,18889,165.6929825,136483,1197.219298,95358,836.4736842,"DrugF"
480,42.55796185,14.55462488,0.939701646,97.9411255,31875,66.40625,27956,58.24166667,80881,168.5020833,"DrugE"
194,24.57454718,10.21326852,0.90954588,57.11269837,40197,207.2010309,374249,1929.118557,113044,582.7010309,"DrugF"
225,26.69032437,10.87941162,0.913153296,60.627417,102196,454.2044444,319941,1421.96,194360,863.8222222,"DrugC"
251,32.43449184,10.01744344,0.951110253,71.84062043,111991,446.1792829,131970,525.7768924,376854,1501.410359,"DrugC"
254,35.40564225,9.838781766,0.960613655,75.74011537,10459,41.17716535,4987,19.63385827,22738,89.51968504,"DrugE"
158,21.41778116,9.577208191,0.894453213,50.627417,67990,430.3164557,68631,434.3734177,186929,1183.094937,"DrugC"
1054,100.8774814,19.65884034,0.980827414,307.8893937,404009,383.3102467,42160,40,648885,615.6404175,"DrugB"
222,27.56111015,10.57508062,0.92345957,63.45584412,28933,130.3288288,63146,284.4414414,324442,1461.45045,"DrugF"
284,34.80928646,10.74242078,0.951189342,80.08326112,47848,168.4788732,61515,216.6021127,265553,935.0457746,"DrugB"
97,13.98997736,9.047472293,0.76273513,36.14213562,24093,248.3814433,192285,1982.319588,75632,779.7113402,"DrugD"
72,15.68593285,6.15647041,0.91975903,34.627417,9525,132.2916667,4053,56.29166667,67744,940.8888889,"DrugB"
196,38.20395257,7.207906233,0.982040713,74.81118318,51634,263.4387755,38595,196.9132653,274938,1402.744898,"DrugB"
426,39.42720026,14.15615468,0.933320098,90.87005769,56227,131.9882629,12287,28.842723,55976,131.399061,"DrugE"
314,36.44492751,12.01669939,0.944078022,82.91168825,33007,105.1178344,51257,163.2388535,223864,712.9426752,"DrugB"
685,74.14477439,13.67001491,0.982857053,158.7523087,209813,306.2963504,170431,248.8043796,500132,730.119708,"DrugE"
224,24.75923217,11.68085484,0.881717503,58.76955262,83536,372.9285714,118450,528.7946429,284301,1269.200893,"DrugC"
244,32.55062359,10.05068859,0.95113641,71.254834,69376,284.3278689,465828,1909.131148,161592,662.2622951,"DrugF"
262,30.25073583,12.37289231,0.912529325,73.254834,47123,179.8587786,85545,326.5076336,172554,658.6030534,"DrugF"
257,29.40190934,11.33247725,0.922735667,65.79898987,202012,786.0389105,26592,103.4708171,171640,667.8599222,"DrugA"
626,67.55588751,13.20973511,0.980696149,143.4974747,29152,46.5686901,69888,111.6421725,369910,590.9105431,"DrugC"
709,82.92691381,12.15809309,0.989194055,173.254834,101118,142.6205924,100351,141.538787,740284,1044.124118,"DrugB"
347,53.56100137,9.39970136,0.984480278,110.3675324,30527,87.9740634,24059,69.33429395,191814,552.778098,"DrugB"
481,32.20320822,23.92537882,0.669346737,128.7106781,215054,447.0977131,341010,708.960499,555955,1155.831601,"DrugC"
766,99.73398956,13.54304839,0.990737409,198.2253967,1081104,1411.362924,347081,453.1083551,712873,930.6436031,"DrugA"
245,33.4915168,9.75475944,0.956643748,73.9411255,119352,487.1510204,120783,492.9918367,178238,727.5020408,"DrugC"
1103,112.3788981,13.28600659,0.99298682,225.0121933,57713,52.32366274,19001,17.22665458,149085,135.1631913,"DrugE"
302,35.26828974,11.45651583,0.945769331,80.66904756,35003,115.9039735,27930,92.48344371,295368,978.0397351,"DrugB"
1095,160.4891516,17.27633851,0.994189069,316.6934342,111053,101.4182648,132247,120.773516,974726,890.1607306,"DrugB"
162,26.63373015,7.985144993,0.953997914,58.87005769,13313,82.17901235,16044,99.03703704,40274,248.6049383,"DrugE"
127,22.40159216,7.740398283,0.938408096,50.87005769,55844,439.7165354,122398,963.7637795,177111,1394.574803,"DrugC"
169,27.21116895,8.866889976,0.945419828,60.87005769,80192,474.5088757,193135,1142.810651,199203,1178.715976,"DrugC"
291,35.91636236,10.4639288,0.956619098,78.76955262,86603,297.604811,46294,159.0859107,456622,1569.147766,"DrugB"
345,46.36190913,10.62417845,0.973389361,105.3969696,152518,442.0811594,254955,739,339137,983.0057971,"DrugC"
167,22.61707536,9.972870071,0.897534478,54.76955262,105151,629.6467066,88670,530.9580838,281879,1687.898204,"DrugE"
219,35.84097654,8.166893171,0.973692806,77.254834,135187,617.2922374,23365,106.6894977,203037,927.109589,"DrugB"
197,24.31283114,10.40320974,0.903830966,55.79898987,57599,292.3807107,113707,577.1928934,108591,551.2233503,"DrugC"
384,59.00945479,9.156387476,0.987888074,119.0121933,57997,151.0338542,43188,112.46875,367938,958.171875,"DrugB"
139,20.06340812,9.10387994,0.89112627,47.21320344,62550,450,89325,642.6258993,160153,1152.179856,"DrugC"
998,87.91704949,22.44153666,0.966872958,249.3380951,153485,153.7925852,245996,246.488978,910575,912.3997996,"DrugC"
208,34.6396035,8.03934266,0.972695438,73.254834,15536,74.69230769,16892,81.21153846,129530,622.7403846,"DrugB"
164,24.80203771,8.617509116,0.937697897,55.45584412,102160,622.9268293,29134,177.6463415,216995,1323.140244,"DrugB"
106,14.84150148,9.411440466,0.773226498,38.38477631,10958,103.3773585,54355,512.7830189,119775,1129.95283,"DrugF"
459,54.06282469,11.86325381,0.975627214,114.8111832,47009,102.416122,48690,106.0784314,416931,908.3464052,"DrugB"
235,25.42690209,11.90643604,0.88359,58.97056275,431735,1837.170213,139170,592.212766,332081,1413.110638,"DrugA"
365,47.80971945,9.996691947,0.977895696,102.4680374,43152,118.2246575,38457,105.3616438,152372,417.4575342,"DrugE"
159,21.52228971,9.604278982,0.894909332,50.627417,34578,217.4716981,263659,1658.232704,110639,695.8427673,"DrugD"
782,75.90116964,18.94753241,0.968340196,210.9949494,108562,138.826087,200220,256.0358056,597598,764.1918159,"DrugC"
236,36.15452948,9.003502612,0.968496197,75.49747468,46298,196.1779661,465021,1970.427966,227203,962.7245763,"DrugF"
227,35.07957293,8.862539973,0.967560077,75.11269837,91377,402.5418502,182169,802.5066079,293211,1291.678414,"DrugC"
236,38.39633042,8.386222261,0.975856631,81.21320344,21459,90.9279661,3590,15.21186441,34516,146.2542373,"DrugE"
695,41.70305393,35.25687747,0.534091383,220.7523087,306419,440.8906475,1450175,2086.582734,761038,1095.018705,"DrugF"
333,30.03745229,23.09513411,0.639395598,104.6690476,52959,159.036036,613519,1842.399399,263385,790.9459459,"DrugD"
211,25.78882277,10.63596225,0.910991435,59.59797975,77189,365.8246445,119748,567.5260664,198669,941.5592417,"DrugC"
258,28.75546491,15.40568091,0.844377967,78.18376618,59207,229.4844961,571669,2215.771318,237437,920.2984496,"DrugD"
113,19.20107831,7.890976147,0.911651005,44.14213562,20493,181.3539823,266134,2355.168142,47750,422.5663717,"DrugD"
284,43.20539016,11.75658224,0.962266391,114.1248917,108667,382.6302817,436503,1536.982394,320493,1128.496479,"DrugF"
832,65.18624925,32.97876707,0.862582745,237.6223664,248230,298.3533654,152610,183.4254808,1461332,1756.408654,"DrugB"
75,14.09013593,7.364852148,0.852519386,34.38477631,28297,377.2933333,203804,2717.386667,135394,1805.253333,"DrugF"
395,43.42047195,11.86865177,0.961916829,93.45584412,33577,85.00506329,58568,148.2734177,76219,192.9594937,"DrugE"
330,37.44419243,11.46275646,0.951990011,80.56854249,289597,877.5666667,42368,128.3878788,316507,959.1121212,"DrugA"
189,31.68245618,7.848351676,0.968831881,66.97056275,16348,86.4973545,24337,128.7671958,186963,989.2222222,"DrugB"
350,44.02407995,18.22186481,0.910319276,118.9116882,129413,369.7514286,376123,1074.637143,552049,1577.282857,"DrugF"
1198,149.9783177,14.12577551,0.99555467,298.374675,113631,94.85058431,128316,107.1085142,1001609,836.0676127,"DrugB"
420,61.50988651,15.41973829,0.968068154,136.1248917,168688,401.6380952,70406,167.6333333,354536,844.1333333,"DrugB"
360,39.0349134,11.94534799,0.95202604,88.42640687,12476,34.65555556,2375,6.597222222,20582,57.17222222,"DrugE"
231,35.36793489,9.173313426,0.965778545,75.59797975,19293,83.51948052,27619,119.5627706,237780,1029.350649,"DrugB"
227,36.79978613,8.506000854,0.972919866,78.04163056,364489,1605.678414,90875,400.3303965,311499,1372.242291,"DrugA"
115,23.19415421,7.108201938,0.951881852,50.627417,37588,326.8521739,84188,732.0695652,159838,1389.895652,"DrugF"
1399,87.00923441,43.4782385,0.866200369,356.6345597,228437,163.2859185,207712,148.4717655,1749628,1250.627591,"DrugB"
660,46.10602716,34.89439595,0.653612492,183.5391052,592792,898.169697,341925,518.0681818,925210,1401.833333,"DrugA"
238,30.08620261,10.33407962,0.939159132,67.9411255,21025,88.34033613,240697,1011.331933,212025,890.8613445,"DrugF"
133,17.66841839,9.696037014,0.835968211,43.21320344,49384,371.3082707,66080,496.8421053,153859,1156.834586,"DrugC"
112,17.01546975,9.23752036,0.83980412,42.38477631,17391,155.2767857,184111,1643.848214,104535,933.3482143,"DrugD"
194,35.70456335,8.004465155,0.974546363,75.01219331,78936,406.8865979,18050,93.04123711,118822,612.4845361,"DrugB"
611,63.39101728,12.61140293,0.98001041,134.6101731,639148,1046.06874,73394,120.1211129,877717,1436.525368,"DrugB"
143,17.18485682,10.85666581,0.775165914,45.21320344,61442,429.6643357,128816,900.8111888,126236,882.7692308,"DrugC"
523,42.98036808,18.87577547,0.898402988,131.0538239,105520,201.7590822,815563,1559.393881,685111,1309.963671,"DrugF"
792,66.75731707,16.25612286,0.969898204,143.8406204,148449,187.4356061,203449,256.8800505,300467,379.3775253,"DrugE"
228,26.22047576,12.75170861,0.873777242,73.59797975,59090,259.1666667,494838,2170.342105,217518,954.0263158,"DrugD"
270,42.80227304,8.797186964,0.97865064,87.39696962,186421,690.4481481,45075,166.9444444,332244,1230.533333,"DrugB"
250,29.728659,10.88664048,0.930536094,65.84062043,113820,455.28,139733,558.932,303960,1215.84,"DrugC"
68,12.67523808,7.026013653,0.832310165,30.38477631,11424,168,147680,2171.764706,74509,1095.720588,"DrugD"
331,44.6196922,9.859265013,0.975282374,95.88225099,107989,326.2507553,28586,86.36253776,243594,735.9335347,"DrugB"
143,22.86837738,8.29091906,0.931964512,52.52691193,38194,267.0909091,132619,927.4055944,188764,1320.027972,"DrugF"
128,16.86119074,10.11205381,0.800207234,44.38477631,53099,414.8359375,57877,452.1640625,182735,1427.617188,"DrugC"
230,26.42175234,11.23127953,0.905157188,61.21320344,104814,455.7130435,142030,617.5217391,208553,906.7521739,"DrugC"
135,23.76601052,7.617783542,0.94723745,51.9411255,34420,254.962963,227426,1684.637037,138928,1029.096296,"DrugF"
273,38.81935697,9.678953477,0.968417765,86.91168825,166212,608.8351648,30257,110.8315018,211369,774.2454212,"DrugB"
532,36.36859653,27.27712909,0.661416573,150.3675324,48783,91.69736842,61204,115.0451128,186159,349.9229323,"DrugE"
758,81.89057331,23.47234011,0.958041193,182.0243866,271465,358.1332454,69135,91.20712401,453049,597.6899736,"DrugB"
160,26.1085514,8.327339645,0.947771321,58.38477631,21126,132.0375,13884,86.775,113248,707.8,"DrugB"
177,32.33543128,7.535030041,0.972470254,66.91168825,98508,556.5423729,32929,186.039548,171036,966.3050847,"DrugB"
382,46.56406154,10.7942816,0.972759719,100.3675324,33022,86.44502618,39275,102.8141361,271620,711.0471204,"DrugB"
177,24.07272599,9.545925522,0.91801517,55.11269837,64313,363.3502825,66346,374.8361582,123083,695.3841808,"DrugC"
472,49.21486665,14.91600082,0.952965381,116.4264069,187221,396.654661,54940,116.3983051,306913,650.2394068,"DrugA"
765,89.49028342,11.75310014,0.991338201,181.1959595,246082,321.675817,58144,76.00522876,168891,220.772549,"DrugB"
141,26.68538189,7.039166658,0.964581879,56.627417,88507,627.7092199,16162,114.6241135,131762,934.4822695,"DrugB"
140,23.13736217,8.149480744,0.9359166,51.35533906,39090,279.2142857,272226,1944.471429,124475,889.1071429,"DrugF"
167,18.73326137,11.51292276,0.788861363,47.55634919,100214,600.0838323,104437,625.3712575,170264,1019.54491,"DrugE"
395,39.58970601,17.70413086,0.894438859,104.2253967,167805,424.8227848,285305,722.2911392,400534,1014.010127,"DrugC"
478,56.83100356,11.50724095,0.979286037,123.0121933,29439,61.58786611,31930,66.79916318,135077,282.5878661,"DrugE"
445,35.26775824,22.09047773,0.77953018,138.8111832,159802,359.105618,1045926,2350.395506,355326,798.4853933,"DrugD"
119,17.64234395,8.68115158,0.870559372,41.21320344,3923,32.96638655,2759,23.18487395,9132,76.7394958,"DrugF"
173,27.98519725,8.485623687,0.952921124,62.04163056,69496,401.7109827,413916,2392.578035,142996,826.566474,"DrugF"
207,29.93466947,9.468705004,0.948655106,65.254834,111221,537.2995169,19351,93.48309179,117359,566.9516908,"DrugB"
164,28.49435863,8.41222667,0.955427978,61.69848481,110342,672.8170732,6811,41.5304878,119144,726.4878049,"DrugB"
247,34.63988236,9.392833755,0.962535237,75.45584412,26378,106.7935223,24154,97.78947368,242547,981.9716599,"DrugB"
299,31.93575985,12.21352403,0.923980172,73.79898987,28718,96.04682274,4513,15.09364548,26761,89.50167224,"DrugE"
83,13.85685694,8.026200595,0.815169628,34.48528137,19337,232.9759036,30651,369.2891566,98869,1191.192771,"DrugF"
427,46.84959042,12.10520123,0.966042196,98.71067812,677302,1586.187354,153471,359.4168618,568853,1332.208431,"DrugA"
198,28.52150538,9.189471785,0.946673499,62.627417,55619,280.9040404,425754,2150.272727,208731,1054.19697,"DrugF"
207,22.41472146,11.88316308,0.847903915,55.79898987,91500,442.0289855,25369,122.5555556,180430,871.6425121,"DrugB"
148,29.15261508,7.947363259,0.962123953,62.627417,81450,550.3378378,15958,107.8243243,121529,821.1418919,"DrugB"
210,28.39299235,9.831338625,0.938138835,65.01219331,106842,508.7714286,46084,219.447619,223870,1066.047619,"DrugB"
232,29.05088045,10.33749124,0.934546553,63.84062043,68429,294.9525862,305174,1315.405172,99892,430.5689655,"DrugF"
256,34.47032376,10.1564937,0.955606916,76.87005769,117675,459.6679688,23583,92.12109375,75385,294.4726563,"DrugB"
421,52.4390433,13.39285602,0.966835858,119.3969696,61233,145.4465558,351401,834.6817102,413136,981.3206651,"DrugF"
299,40.75610607,9.837430536,0.970432374,86.22539674,31481,105.2876254,28625,95.73578595,130545,436.6053512,"DrugE"
182,24.69915455,9.584693422,0.921635143,56.28427125,78884,433.4285714,384339,2111.752747,185562,1019.571429,"DrugF"
182,32.8770479,7.867421675,0.970946097,69.254834,4461,24.51098901,14841,81.54395604,114550,629.3956044,"DrugB"
122,18.60831745,8.827864095,0.880307133,44.04163056,18274,149.7868852,278403,2281.991803,75736,620.7868852,"DrugD"
128,14.86203584,11.31010138,0.648744609,42.28427125,70604,551.59375,169931,1327.585938,117531,918.2109375,"DrugC"
708,66.72910459,27.50394142,0.91110556,189.9655121,278467,393.3149718,463644,654.8644068,523913,739.990113,"DrugC"
385,51.22579806,10.09138169,0.980403883,107.2964646,122714,318.7376623,70592,183.3558442,379028,984.4883117,"DrugA"
143,19.67824084,9.585144374,0.873349795,47.55634919,36110,252.5174825,349321,2442.804196,124362,869.6643357,"DrugD"
149,21.04501935,9.32856631,0.896389541,49.11269837,25606,171.852349,17370,116.5771812,164727,1105.550336,"DrugB"
298,44.09389463,9.197604316,0.978002891,93.74011537,134570,451.5771812,26103,87.59395973,254411,853.7281879,"DrugB"
271,27.41175267,15.62148083,0.821726125,84.18376618,54371,200.6309963,799333,2949.568266,242159,893.5756458,"DrugD"
160,24.29679859,8.701709323,0.933667046,56.38477631,26459,165.36875,20525,128.28125,174627,1091.41875,"DrugB"
180,24.34940009,9.546199525,0.919943609,54.38477631,14209,78.93888889,15617,86.76111111,125274,695.9666667,"DrugB"
249,28.43434415,11.42489745,0.915727788,65.35533906,127721,512.935743,471972,1895.46988,363396,1459.421687,"DrugC"
716,66.79992373,14.03554688,0.977677061,140.7695526,37739,52.70810056,9223,12.88128492,84417,117.900838,"DrugE"
83,15.54188342,7.379277108,0.88009404,37.3137085,7442,89.6626506,154125,1856.927711,117239,1412.518072,"DrugD"
204,22.77061749,11.61608486,0.860094451,54.97056275,29538,144.7941176,310023,1519.720588,138632,679.5686275,"DrugD"
200,29.77323419,9.24666386,0.950550616,65.35533906,16554,82.77,39845,199.225,72448,362.24,"DrugF"
86,13.7792718,8.231379568,0.801962736,34.72792206,17866,207.744186,199631,2321.290698,73251,851.755814,"DrugD"
149,23.44842185,9.055251887,0.922424508,55.9411255,201178,1350.187919,32384,217.3422819,223262,1498.402685,"DrugB"
147,19.34040196,10.07258754,0.853675372,49.45584412,77770,529.047619,433530,2949.183673,165183,1123.693878,"DrugF"
287,27.66051987,15.66086149,0.824280927,81.9411255,51625,179.8780488,290397,1011.836237,333660,1162.578397,"DrugD"
494,59.53466829,11.03660867,0.982666682,122.7695526,141973,287.3947368,72699,147.1639676,480489,972.6497976,"DrugA"
146,16.67998765,11.51530749,0.723459649,45.79898987,19116,130.9315068,217693,1491.047945,54572,373.7808219,"DrugD"
119,17.77328437,8.738338292,0.870789629,42.72792206,16799,141.1680672,184397,1549.554622,79825,670.7983193,"DrugD"
86,12.47552022,9.053739166,0.687989784,33.21320344,15515,180.4069767,150114,1745.511628,45267,526.3604651,"DrugD"
316,35.22842064,11.59722982,0.944259884,79.01219331,421632,1334.278481,81950,259.335443,366466,1159.702532,"DrugA"
396,48.28388737,11.39338699,0.971761155,111.254834,253871,641.0883838,880828,2224.313131,284523,718.4924242,"DrugA"
844,104.4446126,17.81860466,0.985339781,212.9949494,373270,442.2630332,89807,106.4063981,487594,577.7180095,"DrugB"
252,30.6794646,10.83988607,0.935499848,71.45584412,38405,152.4007937,40437,160.4642857,389115,1544.107143,"DrugB"
197,29.80273397,8.636638249,0.957089199,64.42640687,110637,561.6091371,34405,174.6446701,158685,805.5076142,"DrugB"
332,35.38699084,12.19076108,0.938786911,77.74011537,373401,1124.701807,148006,445.8012048,451552,1360.096386,"DrugA"
333,43.3555589,10.11455683,0.97240644,90.627417,490785,1473.828829,106109,318.6456456,408603,1227.036036,"DrugA"
240,27.39644814,11.28262758,0.911261545,63.69848481,118040,491.8333333,270758,1128.158333,272426,1135.108333,"DrugC"
187,27.3932319,9.813025599,0.933634095,63.35533906,190403,1018.197861,28606,152.973262,225435,1205.534759,"DrugB"
523,70.06265173,10.57057412,0.988553128,136.6518036,112442,214.9942639,75957,145.2332696,513018,980.9139579,"DrugB"
137,24.61393539,7.697025986,0.949848619,54.28427125,50055,365.3649635,298770,2180.80292,76489,558.3138686,"DrugF"
288,31.81893711,11.70556816,0.929873055,73.69848481,64627,224.3993056,561788,1950.652778,221189,768.0173611,"DrugF"
216,40.87973605,7.574331641,0.982685151,85.11269837,25309,117.1712963,19683,91.125,195606,905.5833333,"DrugB"
388,42.3805587,12.58537073,0.954889626,93.39696962,82418,212.4175258,9744,25.11340206,64921,167.3221649,"DrugE"
258,31.67223158,10.58244154,0.942529251,70.66904756,103664,401.7984496,123808,479.875969,209048,810.2635659,"DrugC"
393,46.15163856,11.46375852,0.968659259,99.53910524,870157,2214.139949,11239,28.59796438,331787,844.2417303,"DrugB"
393,48.06085973,11.09088542,0.973008917,102.0832611,46059,117.1984733,45951,116.9236641,148100,376.8447837,"DrugA"
406,47.14733468,11.76067156,0.968388942,103.9827561,77516,190.9261084,49382,121.6305419,262537,646.6428571,"DrugE"
184,24.86699503,9.698287797,0.920812136,57.01219331,46694,253.7717391,99151,538.8641304,295531,1606.146739,"DrugF"
333,42.40527359,11.52927855,0.962330278,97.63961031,134033,402.5015015,542462,1629.015015,356852,1071.627628,"DrugF"
115,22.39591774,6.757260906,0.953397082,47.79898987,19198,166.9391304,16765,145.7826087,132941,1156.008696,"DrugB"
250,30.09196248,11.1705891,0.928546926,68.87005769,101730,406.92,278118,1112.472,183306,733.224,"DrugC"
217,31.55888408,9.146541656,0.957079771,69.35533906,90943,419.0921659,18497,85.23963134,139278,641.8341014,"DrugB"
170,32.60712699,7.178321756,0.975466981,67.01219331,67674,398.0823529,18964,111.5529412,133052,782.6588235,"DrugB"
357,53.18176004,10.08376133,0.981859602,111.0121933,120261,336.8655462,33258,93.15966387,281223,787.7394958,"DrugB"
495,53.91115234,12.25603448,0.973815996,114.0243866,49132,99.25656566,44943,90.79393939,191625,387.1212121,"DrugA"
529,48.26855613,17.8972364,0.928718899,120.9116882,101358,191.6030246,587554,1110.688091,485775,918.289225,"DrugF"
315,41.56269332,10.69667732,0.966314938,89.49747468,148072,470.0698413,199210,632.4126984,306268,972.2793651,"DrugC"
409,44.63798202,11.96108112,0.963430739,96.46803743,926423,2265.09291,79353,194.0171149,698715,1708.349633,"DrugA"
59,10.75366535,7.205906585,0.74228129,26.97056275,7296,123.6610169,24986,423.4915254,64364,1090.915254,"DrugD"
343,41.3243093,10.94981061,0.964255936,89.59797975,524828,1530.110787,274047,798.9708455,436577,1272.819242,"DrugA"
237,28.47164357,10.81329105,0.925072073,64.87005769,32427,136.8227848,52010,219.4514768,318790,1345.105485,"DrugF"
387,53.45556107,10.11247974,0.981943303,110.7106781,183569,474.3385013,39789,102.8139535,173485,448.2816537,"DrugB"
